interaction_id,user_id,item_id,interaction_type,rating,timestamp,session_id
11647,523,279,purchase,5.0,2024-10-24,523_20241024_00
11648,523,465,view,,2024-09-02,523_20240902_00
11649,523,472,click,,2024-05-18,523_20240518_00
11650,523,290,view,,2023-08-05,523_20230805_00
11651,523,358,click,,2023-05-23,523_20230523_00
11652,524,93,view,,2023-06-23,524_20230623_00
11653,524,174,view,,2023-05-25,524_20230525_00
11654,524,445,click,,2024-01-21,524_20240121_00
11655,524,219,view,,2023-04-26,524_20230426_00
11656,524,44,view,,2024-02-20,524_20240220_00
11657,525,82,view,,2023-11-18,525_20231118_00
11658,525,454,click,,2023-01-02,525_20230102_00
11659,525,394,view,,2024-07-20,525_20240720_00
11660,526,458,view,,2023-10-16,526_20231016_00
11661,526,274,view,,2023-12-30,526_20231230_00
11662,526,453,click,,2023-03-20,526_20230320_00
11663,526,401,click,,2023-06-17,526_20230617_00
11664,526,226,rating,5.0,2024-03-18,526_20240318_00
11665,526,204,click,,2024-04-30,526_20240430_00
11666,526,106,view,,2023-04-08,526_20230408_00
11667,526,468,view,,2023-10-08,526_20231008_00
11668,526,15,view,,2023-02-09,526_20230209_00
11669,526,489,click,,2024-03-11,526_20240311_00
11670,526,348,view,,2023-11-21,526_20231121_00
11671,526,294,view,,2024-05-30,526_20240530_00
11672,526,206,view,,2024-03-09,526_20240309_00
11673,527,168,view,,2023-09-16,527_20230916_00
11674,527,38,purchase,3.0,2023-06-26,527_20230626_00
11675,527,126,purchase,3.0,2023-10-28,527_20231028_00
11676,527,132,rating,5.0,2024-12-20,527_20241220_00
11677,527,64,view,,2024-05-15,527_20240515_00
11678,527,342,view,,2023-04-21,527_20230421_00
11679,527,458,view,,2024-01-18,527_20240118_00
11680,527,183,view,,2024-09-29,527_20240929_00
11681,527,148,purchase,3.0,2024-06-03,527_20240603_00
11682,527,251,rating,3.0,2023-12-11,527_20231211_00
11683,527,55,view,,2023-11-27,527_20231127_00
11684,527,26,view,,2023-05-26,527_20230526_00
11685,528,253,view,,2023-05-27,528_20230527_00
11686,528,274,click,,2024-11-18,528_20241118_00
11687,528,77,view,,2023-01-13,528_20230113_00
11688,528,132,click,,2023-06-07,528_20230607_00
11689,528,7,view,,2024-06-30,528_20240630_00
11690,528,405,purchase,4.0,2023-04-20,528_20230420_00
11691,528,222,purchase,5.0,2023-11-27,528_20231127_00
11692,528,246,view,,2023-05-09,528_20230509_00
11693,528,484,view,,2023-10-23,528_20231023_00
11694,528,188,purchase,5.0,2023-04-22,528_20230422_00
11695,528,113,view,,2023-03-21,528_20230321_00
11696,528,245,view,,2024-11-23,528_20241123_00
11697,528,326,click,,2023-02-04,528_20230204_00
11698,528,103,purchase,3.0,2023-05-18,528_20230518_00
11699,528,320,view,,2024-04-29,528_20240429_00
11700,528,68,purchase,5.0,2023-05-18,528_20230518_00
11701,528,211,click,,2024-07-14,528_20240714_00
11702,528,171,click,,2024-05-16,528_20240516_00
11703,528,73,click,,2023-04-08,528_20230408_00
11704,528,194,view,,2024-12-24,528_20241224_00
11705,528,28,purchase,3.0,2023-05-04,528_20230504_00
11706,528,165,view,,2023-10-01,528_20231001_00
11707,528,182,view,,2024-01-06,528_20240106_00
11708,528,212,view,,2023-01-22,528_20230122_00
11709,528,44,view,,2023-02-04,528_20230204_00
11710,528,19,click,,2024-10-04,528_20241004_00
11711,528,173,click,,2023-08-17,528_20230817_00
11712,528,309,click,,2024-03-23,528_20240323_00
11713,528,336,purchase,4.0,2024-03-15,528_20240315_00
11714,528,281,view,,2024-10-14,528_20241014_00
11715,529,283,click,,2024-07-11,529_20240711_00
11716,529,343,rating,4.0,2023-01-13,529_20230113_00
11717,529,117,purchase,4.0,2024-05-28,529_20240528_00
11718,529,414,view,,2024-11-16,529_20241116_00
11719,529,172,view,,2024-02-06,529_20240206_00
11720,529,345,click,,2023-06-04,529_20230604_00
11721,529,351,click,,2023-12-08,529_20231208_00
11722,529,32,view,,2023-05-23,529_20230523_00
11723,529,296,rating,4.0,2023-10-22,529_20231022_00
11724,529,408,view,,2024-06-10,529_20240610_00
11725,529,0,view,,2023-12-08,529_20231208_00
11726,529,199,click,,2024-07-21,529_20240721_00
11727,529,415,click,,2024-01-20,529_20240120_00
11728,529,19,rating,2.0,2023-10-02,529_20231002_00
11729,529,62,click,,2023-07-02,529_20230702_00
11730,529,408,click,,2023-07-02,529_20230702_00
11731,529,70,click,,2024-11-13,529_20241113_00
11732,529,55,view,,2024-11-26,529_20241126_00
11733,529,105,click,,2024-02-14,529_20240214_00
11734,529,99,rating,4.0,2023-04-03,529_20230403_00
11735,529,499,purchase,4.0,2024-03-17,529_20240317_00
11736,530,307,purchase,4.0,2023-10-05,530_20231005_00
11737,530,224,click,,2023-05-16,530_20230516_00
11738,531,326,click,,2023-08-28,531_20230828_00
11739,531,52,view,,2023-12-12,531_20231212_00
11740,531,496,view,,2024-12-10,531_20241210_00
11741,531,462,purchase,3.0,2024-09-11,531_20240911_00
11742,531,438,view,,2024-10-16,531_20241016_00
11743,531,328,click,,2023-03-25,531_20230325_00
11744,531,172,view,,2024-05-14,531_20240514_00
11745,531,78,click,,2023-07-22,531_20230722_00
11746,531,489,click,,2024-10-09,531_20241009_00
11747,531,154,purchase,2.0,2024-01-20,531_20240120_00
11748,531,173,view,,2024-08-13,531_20240813_00
11749,531,161,click,,2024-06-19,531_20240619_00
11750,531,247,view,,2024-05-06,531_20240506_00
11751,531,440,purchase,3.0,2023-08-22,531_20230822_00
11752,532,61,purchase,3.0,2023-06-24,532_20230624_00
11753,532,154,purchase,3.0,2024-09-13,532_20240913_00
11754,532,297,view,,2023-11-24,532_20231124_00
11755,532,406,view,,2023-03-01,532_20230301_00
11756,532,205,purchase,2.0,2024-07-02,532_20240702_00
11757,532,99,view,,2024-02-06,532_20240206_00
11758,532,7,click,,2024-08-13,532_20240813_00
11759,532,109,view,,2023-07-29,532_20230729_00
11760,532,91,rating,4.0,2023-06-08,532_20230608_00
11761,532,294,view,,2023-12-05,532_20231205_00
11762,532,323,view,,2023-07-12,532_20230712_00
11763,532,424,click,,2024-10-14,532_20241014_00
11764,532,294,view,,2024-05-30,532_20240530_00
11765,532,13,view,,2024-08-28,532_20240828_00
11766,532,382,purchase,3.0,2024-06-18,532_20240618_00
11767,532,61,click,,2023-11-24,532_20231124_00
11768,532,14,click,,2024-04-19,532_20240419_00
11769,532,136,purchase,4.0,2024-02-27,532_20240227_00
11770,533,387,view,,2024-10-13,533_20241013_00
11771,533,65,view,,2024-05-16,533_20240516_00
11772,533,324,view,,2024-05-30,533_20240530_00
11773,533,124,purchase,4.0,2024-10-25,533_20241025_00
11774,533,401,view,,2024-08-17,533_20240817_00
11775,533,117,click,,2023-07-08,533_20230708_00
11776,533,378,view,,2024-03-05,533_20240305_00
11777,533,323,view,,2024-09-02,533_20240902_00
11778,533,420,view,,2024-11-12,533_20241112_00
11779,533,213,rating,3.0,2024-06-07,533_20240607_00
11780,533,341,view,,2024-01-11,533_20240111_00
11781,533,296,click,,2023-08-08,533_20230808_00
11782,533,257,purchase,4.0,2024-06-01,533_20240601_00
11783,533,306,view,,2024-01-20,533_20240120_00
11784,533,115,click,,2023-05-22,533_20230522_00
11785,533,115,purchase,3.0,2023-04-17,533_20230417_00
11786,533,264,purchase,4.0,2024-08-19,533_20240819_00
11787,533,67,purchase,2.0,2023-10-10,533_20231010_00
11788,533,246,view,,2024-03-04,533_20240304_00
11789,533,454,view,,2023-12-22,533_20231222_00
11790,533,450,click,,2024-05-16,533_20240516_00
11791,533,431,view,,2023-12-29,533_20231229_00
11792,533,116,purchase,4.0,2024-06-15,533_20240615_00
11793,533,360,purchase,3.0,2024-03-15,533_20240315_00
11794,533,80,purchase,3.0,2023-06-26,533_20230626_00
11795,533,295,purchase,4.0,2024-01-12,533_20240112_00
11796,533,332,rating,2.0,2024-05-08,533_20240508_00
11797,533,114,purchase,4.0,2024-06-18,533_20240618_00
11798,533,344,click,,2023-03-20,533_20230320_00
11799,533,95,view,,2023-01-13,533_20230113_00
11800,533,201,purchase,5.0,2024-09-30,533_20240930_00
11801,533,415,click,,2024-05-17,533_20240517_00
11802,533,478,view,,2024-10-14,533_20241014_00
11803,533,403,purchase,3.0,2024-12-04,533_20241204_00
11804,533,50,view,,2023-06-30,533_20230630_00
11805,533,341,view,,2023-10-22,533_20231022_00
11806,533,10,view,,2024-06-29,533_20240629_00
11807,533,89,purchase,5.0,2024-10-29,533_20241029_00
11808,533,147,view,,2024-07-08,533_20240708_00
11809,533,306,click,,2024-09-14,533_20240914_00
11810,533,258,purchase,5.0,2024-02-14,533_20240214_00
11811,533,72,rating,2.0,2024-05-10,533_20240510_00
11812,533,26,click,,2024-05-16,533_20240516_00
11813,533,275,view,,2023-05-01,533_20230501_00
11814,533,79,click,,2023-12-03,533_20231203_00
11815,533,495,view,,2023-02-21,533_20230221_00
11816,533,337,purchase,3.0,2023-03-09,533_20230309_00
11817,533,190,view,,2023-04-28,533_20230428_00
11818,533,90,view,,2023-10-12,533_20231012_00
11819,533,269,view,,2023-08-11,533_20230811_00
11820,533,103,click,,2023-08-22,533_20230822_00
11821,533,246,view,,2023-02-03,533_20230203_00
11822,533,246,click,,2024-12-18,533_20241218_00
11823,533,283,view,,2023-06-10,533_20230610_00
11824,533,85,rating,4.0,2024-03-25,533_20240325_00
11825,533,375,view,,2024-12-20,533_20241220_00
11826,533,137,view,,2024-12-08,533_20241208_00
11827,533,240,view,,2024-05-09,533_20240509_00
11828,533,273,purchase,4.0,2024-03-17,533_20240317_00
11829,534,101,view,,2024-03-25,534_20240325_00
11830,534,101,view,,2024-02-29,534_20240229_00
11831,534,217,purchase,3.0,2023-10-01,534_20231001_00
11832,534,422,view,,2024-05-28,534_20240528_00
11833,534,120,purchase,3.0,2024-01-06,534_20240106_00
11834,534,140,view,,2023-10-30,534_20231030_00
11835,534,336,view,,2024-02-04,534_20240204_00
11836,534,35,view,,2023-01-14,534_20230114_00
11837,534,67,view,,2024-10-01,534_20241001_00
11838,534,451,click,,2024-05-11,534_20240511_00
11839,534,309,view,,2024-07-08,534_20240708_00
11840,534,62,view,,2024-05-11,534_20240511_00
11841,534,494,click,,2023-02-04,534_20230204_00
11842,534,365,view,,2023-01-20,534_20230120_00
11843,534,488,click,,2024-03-13,534_20240313_00
11844,535,494,click,,2023-09-05,535_20230905_00
11845,535,466,view,,2023-05-21,535_20230521_00
11846,535,346,rating,3.0,2024-10-11,535_20241011_00
11847,535,297,rating,5.0,2024-11-16,535_20241116_00
11848,535,63,view,,2023-06-26,535_20230626_00
11849,535,112,rating,3.0,2024-05-29,535_20240529_00
11850,535,66,view,,2024-02-21,535_20240221_00
11851,535,275,view,,2024-04-24,535_20240424_00
11852,535,345,purchase,2.0,2023-07-20,535_20230720_00
11853,535,431,rating,3.0,2024-04-17,535_20240417_00
11854,535,63,rating,4.0,2024-01-30,535_20240130_00
11855,535,194,rating,4.0,2024-05-11,535_20240511_00
11856,535,471,view,,2024-02-21,535_20240221_00
11857,535,111,purchase,3.0,2024-07-30,535_20240730_00
11858,535,124,click,,2023-08-05,535_20230805_00
11859,535,245,view,,2024-09-01,535_20240901_00
11860,536,88,view,,2024-04-17,536_20240417_00
11861,536,465,view,,2024-03-11,536_20240311_00
11862,536,374,view,,2024-04-16,536_20240416_00
11863,536,433,view,,2023-03-03,536_20230303_00
11864,536,247,rating,5.0,2024-11-18,536_20241118_00
11865,536,227,view,,2023-04-15,536_20230415_00
11866,536,429,view,,2024-08-22,536_20240822_00
11867,536,134,view,,2024-06-16,536_20240616_00
11868,536,372,purchase,3.0,2024-03-24,536_20240324_00
11869,536,422,view,,2023-12-25,536_20231225_00
11870,536,273,click,,2024-04-20,536_20240420_00
11871,536,347,click,,2024-04-18,536_20240418_00
11872,536,177,view,,2024-11-11,536_20241111_00
11873,536,410,purchase,3.0,2023-10-21,536_20231021_00
11874,536,434,view,,2023-08-24,536_20230824_00
11875,536,352,purchase,5.0,2023-02-21,536_20230221_00
11876,536,375,view,,2023-09-07,536_20230907_00
11877,537,243,click,,2023-11-21,537_20231121_00
11878,537,435,click,,2023-04-08,537_20230408_00
11879,537,209,click,,2024-05-18,537_20240518_00
11880,537,123,view,,2024-01-28,537_20240128_00
11881,537,57,purchase,5.0,2023-10-13,537_20231013_00
11882,537,104,purchase,5.0,2023-07-21,537_20230721_00
11883,537,116,click,,2023-04-29,537_20230429_00
11884,537,164,view,,2023-06-26,537_20230626_00
11885,537,1,purchase,3.0,2023-12-21,537_20231221_00
11886,537,24,view,,2024-10-12,537_20241012_00
11887,537,312,view,,2024-12-15,537_20241215_00
11888,537,26,view,,2023-09-04,537_20230904_00
11889,537,266,click,,2024-03-06,537_20240306_00
11890,537,277,rating,4.0,2024-04-26,537_20240426_00
11891,537,50,view,,2024-12-02,537_20241202_00
11892,537,39,click,,2024-05-12,537_20240512_00
11893,537,137,view,,2024-01-15,537_20240115_00
11894,537,280,purchase,4.0,2023-08-31,537_20230831_00
11895,537,332,view,,2023-03-26,537_20230326_00
11896,537,65,view,,2024-11-16,537_20241116_00
11897,537,40,click,,2023-03-28,537_20230328_00
11898,537,243,view,,2024-10-27,537_20241027_00
11899,537,95,view,,2024-08-13,537_20240813_00
11900,537,260,view,,2023-08-21,537_20230821_00
11901,537,423,view,,2023-07-27,537_20230727_00
11902,537,432,view,,2023-05-21,537_20230521_00
11903,537,392,purchase,4.0,2023-05-27,537_20230527_00
11904,537,196,rating,4.0,2023-02-08,537_20230208_00
11905,537,132,purchase,5.0,2023-05-13,537_20230513_00
11906,537,63,view,,2024-10-19,537_20241019_00
11907,537,69,click,,2024-04-18,537_20240418_00
11908,537,76,click,,2023-03-11,537_20230311_00
11909,537,237,click,,2024-08-08,537_20240808_00
11910,537,435,click,,2023-08-02,537_20230802_00
11911,537,482,click,,2023-02-08,537_20230208_00
11912,537,251,click,,2024-12-23,537_20241223_00
11913,537,332,click,,2024-12-02,537_20241202_00
11914,537,376,view,,2023-03-02,537_20230302_00
11915,537,138,view,,2024-12-22,537_20241222_00
11916,537,69,click,,2023-08-22,537_20230822_00
11917,537,314,view,,2023-11-11,537_20231111_00
11918,537,320,view,,2023-01-19,537_20230119_00
11919,537,469,view,,2023-03-08,537_20230308_00
11920,537,236,purchase,4.0,2024-12-05,537_20241205_00
11921,537,198,rating,5.0,2023-01-31,537_20230131_00
11922,537,469,view,,2023-11-04,537_20231104_00
11923,537,231,click,,2024-01-24,537_20240124_00
11924,537,391,purchase,5.0,2024-10-06,537_20241006_00
11925,537,126,view,,2024-12-02,537_20241202_00
11926,537,434,view,,2023-12-02,537_20231202_00
11927,537,241,view,,2023-01-01,537_20230101_00
11928,537,62,view,,2023-03-03,537_20230303_00
11929,537,434,click,,2023-04-28,537_20230428_00
11930,537,246,view,,2024-06-24,537_20240624_00
11931,537,78,view,,2024-08-13,537_20240813_00
11932,537,336,view,,2023-04-23,537_20230423_00
11933,537,231,view,,2024-07-04,537_20240704_00
11934,537,196,view,,2024-07-18,537_20240718_00
11935,537,173,click,,2024-12-22,537_20241222_00
11936,537,198,rating,5.0,2024-08-20,537_20240820_00
11937,537,417,view,,2024-09-08,537_20240908_00
11938,537,266,view,,2024-10-31,537_20241031_00
11939,537,221,view,,2024-02-19,537_20240219_00
11940,538,424,view,,2024-02-20,538_20240220_00
11941,538,142,view,,2023-10-17,538_20231017_00
11942,538,470,purchase,4.0,2023-08-02,538_20230802_00
11943,538,336,view,,2023-09-27,538_20230927_00
11944,538,460,click,,2023-01-12,538_20230112_00
11945,538,16,view,,2024-02-27,538_20240227_00
11946,538,197,click,,2024-12-23,538_20241223_00
11947,538,348,click,,2023-12-08,538_20231208_00
11948,538,125,view,,2023-11-02,538_20231102_00
11949,538,288,view,,2023-10-29,538_20231029_00
11950,538,13,view,,2023-04-08,538_20230408_00
11951,538,449,click,,2023-06-22,538_20230622_00
11952,538,480,purchase,2.0,2024-09-12,538_20240912_00
11953,538,28,view,,2024-01-14,538_20240114_00
11954,538,235,view,,2024-10-27,538_20241027_00
11955,538,461,rating,4.0,2023-10-19,538_20231019_00
11956,538,50,rating,5.0,2024-05-10,538_20240510_00
11957,538,392,view,,2023-06-24,538_20230624_00
11958,538,173,click,,2024-09-29,538_20240929_00
11959,538,87,view,,2024-09-27,538_20240927_00
11960,538,54,rating,4.0,2024-11-17,538_20241117_00
11961,538,393,view,,2024-10-10,538_20241010_00
11962,538,137,click,,2023-01-24,538_20230124_00
11963,539,184,view,,2023-08-09,539_20230809_00
11964,539,35,click,,2023-03-18,539_20230318_00
11965,539,133,click,,2024-10-09,539_20241009_00
11966,539,99,view,,2023-09-11,539_20230911_00
11967,539,104,click,,2024-08-07,539_20240807_00
11968,539,138,click,,2024-06-02,539_20240602_00
11969,539,126,view,,2024-03-16,539_20240316_00
11970,539,494,click,,2023-09-29,539_20230929_00
11971,539,476,click,,2024-03-02,539_20240302_00
11972,539,92,purchase,2.0,2023-02-05,539_20230205_00
11973,539,9,purchase,5.0,2024-09-08,539_20240908_00
11974,539,194,purchase,4.0,2023-11-06,539_20231106_00
11975,539,430,view,,2024-01-18,539_20240118_00
11976,539,449,purchase,3.0,2024-07-30,539_20240730_00
11977,539,311,purchase,3.0,2024-02-10,539_20240210_00
11978,539,343,view,,2023-12-08,539_20231208_00
11979,539,75,view,,2023-07-26,539_20230726_00
11980,539,32,view,,2024-10-28,539_20241028_00
11981,539,369,click,,2023-12-24,539_20231224_00
11982,539,175,view,,2023-09-18,539_20230918_00
11983,539,196,rating,5.0,2023-09-10,539_20230910_00
11984,539,180,view,,2024-11-22,539_20241122_00
11985,539,11,purchase,5.0,2024-07-11,539_20240711_00
11986,539,222,click,,2024-02-02,539_20240202_00
11987,539,402,click,,2023-02-15,539_20230215_00
11988,539,117,view,,2024-08-11,539_20240811_00
11989,539,17,rating,4.0,2024-05-12,539_20240512_00
11990,539,129,purchase,4.0,2023-12-23,539_20231223_00
11991,539,31,purchase,4.0,2024-08-05,539_20240805_00
11992,539,109,view,,2023-08-15,539_20230815_00
11993,539,216,purchase,5.0,2024-09-22,539_20240922_00
11994,539,11,click,,2024-04-30,539_20240430_00
11995,539,399,view,,2024-08-06,539_20240806_00
11996,539,412,click,,2023-12-23,539_20231223_00
11997,539,45,view,,2023-07-30,539_20230730_00
11998,539,153,purchase,4.0,2023-11-27,539_20231127_00
11999,539,96,purchase,5.0,2023-08-24,539_20230824_00
12000,539,400,view,,2023-03-31,539_20230331_00
12001,539,329,view,,2024-07-15,539_20240715_00
12002,539,49,rating,2.0,2024-07-17,539_20240717_00
12003,539,494,view,,2023-08-08,539_20230808_00
12004,539,9,click,,2023-04-13,539_20230413_00
12005,539,386,view,,2024-11-01,539_20241101_00
12006,539,417,view,,2023-12-01,539_20231201_00
12007,539,333,rating,5.0,2024-11-02,539_20241102_00
12008,539,75,click,,2024-03-11,539_20240311_00
12009,539,398,click,,2023-01-03,539_20230103_00
12010,539,58,click,,2024-04-06,539_20240406_00
12011,539,409,view,,2023-01-07,539_20230107_00
12012,539,214,click,,2023-03-22,539_20230322_00
12013,539,19,view,,2024-02-09,539_20240209_00
12014,539,441,click,,2024-10-31,539_20241031_00
12015,540,404,click,,2024-03-04,540_20240304_00
12016,540,273,click,,2023-02-13,540_20230213_00
12017,541,140,view,,2024-06-06,541_20240606_00
12018,541,194,view,,2024-11-16,541_20241116_00
12019,541,380,view,,2023-06-16,541_20230616_00
12020,541,233,purchase,5.0,2024-07-31,541_20240731_00
12021,541,248,click,,2023-06-09,541_20230609_00
12022,541,354,view,,2024-10-06,541_20241006_00
12023,541,280,view,,2023-11-12,541_20231112_00
12024,541,247,purchase,5.0,2023-05-20,541_20230520_00
12025,541,402,view,,2024-06-06,541_20240606_00
12026,541,413,view,,2023-02-21,541_20230221_00
12027,541,311,view,,2023-09-25,541_20230925_00
12028,541,114,view,,2023-05-20,541_20230520_00
12029,541,368,view,,2023-07-04,541_20230704_00
12030,541,277,view,,2024-02-01,541_20240201_00
12031,541,212,rating,4.0,2024-11-13,541_20241113_00
12032,541,475,click,,2023-06-07,541_20230607_00
12033,541,187,purchase,4.0,2024-09-15,541_20240915_00
12034,541,346,click,,2024-12-27,541_20241227_00
12035,541,312,click,,2024-07-11,541_20240711_00
12036,541,105,view,,2024-01-06,541_20240106_00
12037,541,253,click,,2023-10-02,541_20231002_00
12038,541,63,click,,2024-07-22,541_20240722_00
12039,541,91,view,,2024-12-19,541_20241219_00
12040,541,319,purchase,4.0,2023-01-24,541_20230124_00
12041,541,131,view,,2024-05-19,541_20240519_00
12042,541,304,click,,2023-04-03,541_20230403_00
12043,541,9,purchase,5.0,2023-10-06,541_20231006_00
12044,541,372,purchase,4.0,2023-12-23,541_20231223_00
12045,541,202,view,,2024-07-28,541_20240728_00
12046,541,325,click,,2023-10-06,541_20231006_00
12047,541,170,purchase,4.0,2023-04-20,541_20230420_00
12048,541,13,click,,2023-04-07,541_20230407_00
12049,541,295,click,,2023-04-06,541_20230406_00
12050,541,69,view,,2024-09-24,541_20240924_00
12051,541,138,rating,5.0,2024-06-20,541_20240620_00
12052,541,274,purchase,3.0,2023-03-13,541_20230313_00
12053,541,368,view,,2023-04-24,541_20230424_00
12054,541,316,view,,2023-07-01,541_20230701_00
12055,541,16,click,,2023-07-25,541_20230725_00
12056,541,182,view,,2024-11-13,541_20241113_00
12057,541,182,view,,2023-03-21,541_20230321_00
12058,541,324,purchase,4.0,2024-12-04,541_20241204_00
12059,541,284,purchase,4.0,2024-04-18,541_20240418_00
12060,541,6,click,,2023-05-10,541_20230510_00
12061,541,360,click,,2024-06-30,541_20240630_00
12062,541,9,rating,5.0,2024-03-01,541_20240301_00
12063,541,337,view,,2024-06-11,541_20240611_00
12064,541,128,purchase,5.0,2024-08-19,541_20240819_00
12065,541,114,click,,2024-04-08,541_20240408_00
12066,541,273,view,,2023-10-12,541_20231012_00
12067,541,193,view,,2023-04-29,541_20230429_00
12068,541,262,purchase,4.0,2024-11-20,541_20241120_00
12069,541,283,click,,2023-05-27,541_20230527_00
12070,541,257,rating,4.0,2023-10-20,541_20231020_00
12071,541,268,view,,2024-11-01,541_20241101_00
12072,541,386,rating,3.0,2024-04-04,541_20240404_00
12073,542,446,view,,2023-01-29,542_20230129_00
12074,542,392,purchase,3.0,2023-07-06,542_20230706_00
12075,542,379,view,,2024-10-15,542_20241015_00
12076,542,175,view,,2023-07-03,542_20230703_00
12077,542,37,click,,2023-09-03,542_20230903_00
12078,542,29,click,,2023-08-28,542_20230828_00
12079,542,123,view,,2023-05-29,542_20230529_00
12080,542,36,view,,2023-01-31,542_20230131_00
12081,542,315,purchase,2.0,2024-01-18,542_20240118_00
12082,542,111,click,,2024-05-24,542_20240524_00
12083,542,46,view,,2023-06-02,542_20230602_00
12084,542,76,view,,2023-03-10,542_20230310_00
12085,542,396,click,,2024-12-27,542_20241227_00
12086,542,89,rating,5.0,2023-03-12,542_20230312_00
12087,542,181,view,,2023-07-06,542_20230706_00
12088,542,215,click,,2024-07-01,542_20240701_00
12089,542,363,view,,2023-11-03,542_20231103_00
12090,542,129,view,,2024-07-11,542_20240711_00
12091,542,483,view,,2023-11-03,542_20231103_00
12092,542,214,view,,2024-07-14,542_20240714_00
12093,542,81,view,,2023-09-27,542_20230927_00
12094,542,68,rating,5.0,2023-08-22,542_20230822_00
12095,542,308,view,,2024-05-16,542_20240516_00
12096,543,24,view,,2024-09-22,543_20240922_00
12097,543,454,purchase,4.0,2024-08-24,543_20240824_00
12098,543,460,view,,2023-03-10,543_20230310_00
12099,543,66,click,,2023-01-10,543_20230110_00
12100,543,455,view,,2024-10-06,543_20241006_00
12101,543,121,click,,2023-01-05,543_20230105_00
12102,543,247,view,,2023-05-10,543_20230510_00
12103,543,476,view,,2024-10-14,543_20241014_00
12104,543,168,view,,2023-11-19,543_20231119_00
12105,543,168,view,,2024-02-28,543_20240228_00
12106,543,338,purchase,5.0,2024-11-16,543_20241116_00
12107,543,37,rating,3.0,2024-10-29,543_20241029_00
12108,543,134,click,,2023-10-03,543_20231003_00
12109,543,66,click,,2024-03-31,543_20240331_00
12110,543,229,purchase,5.0,2024-07-18,543_20240718_00
12111,543,463,click,,2023-12-14,543_20231214_00
12112,543,274,click,,2023-12-14,543_20231214_00
12113,543,119,rating,3.0,2023-04-30,543_20230430_00
12114,543,278,view,,2024-10-05,543_20241005_00
12115,543,384,view,,2023-01-23,543_20230123_00
12116,544,401,click,,2024-04-23,544_20240423_00
12117,544,65,view,,2023-11-10,544_20231110_00
12118,544,82,purchase,4.0,2024-09-18,544_20240918_00
12119,544,331,click,,2023-09-28,544_20230928_00
12120,544,105,view,,2023-07-25,544_20230725_00
12121,544,206,click,,2024-11-27,544_20241127_00
12122,544,79,click,,2023-04-04,544_20230404_00
12123,544,30,view,,2024-08-05,544_20240805_00
12124,544,446,view,,2024-06-21,544_20240621_00
12125,544,181,click,,2023-01-26,544_20230126_00
12126,544,22,click,,2023-09-14,544_20230914_00
12127,544,233,view,,2024-02-27,544_20240227_00
12128,544,489,view,,2023-08-13,544_20230813_00
12129,544,315,click,,2023-10-02,544_20231002_00
12130,544,152,view,,2024-07-21,544_20240721_00
12131,544,427,view,,2023-03-25,544_20230325_00
12132,544,256,view,,2024-04-24,544_20240424_00
12133,544,487,view,,2023-06-08,544_20230608_00
12134,544,154,purchase,2.0,2023-05-10,544_20230510_00
12135,544,2,purchase,5.0,2024-09-23,544_20240923_00
12136,544,307,click,,2024-09-26,544_20240926_00
12137,544,18,view,,2024-04-27,544_20240427_00
12138,544,231,view,,2023-04-15,544_20230415_00
12139,544,316,view,,2023-05-15,544_20230515_00
12140,544,349,purchase,2.0,2024-08-11,544_20240811_00
12141,544,426,click,,2024-04-09,544_20240409_00
12142,544,278,view,,2023-11-07,544_20231107_00
12143,544,103,view,,2024-08-17,544_20240817_00
12144,544,278,view,,2023-03-03,544_20230303_00
12145,544,66,view,,2023-06-06,544_20230606_00
12146,544,88,click,,2024-10-20,544_20241020_00
12147,544,377,rating,4.0,2023-11-21,544_20231121_00
12148,544,395,click,,2023-01-10,544_20230110_00
12149,544,253,view,,2024-06-22,544_20240622_00
12150,544,229,click,,2024-01-26,544_20240126_00
12151,544,471,click,,2023-12-21,544_20231221_00
12152,544,437,view,,2024-12-29,544_20241229_00
12153,544,169,click,,2024-01-13,544_20240113_00
12154,544,353,view,,2023-06-19,544_20230619_00
12155,545,246,click,,2024-02-08,545_20240208_00
12156,545,353,view,,2023-01-06,545_20230106_00
12157,545,335,click,,2023-01-18,545_20230118_00
12158,545,364,rating,3.0,2023-10-21,545_20231021_00
12159,545,61,purchase,4.0,2023-09-22,545_20230922_00
12160,546,408,click,,2023-07-28,546_20230728_00
12161,546,122,view,,2024-11-21,546_20241121_00
12162,546,282,view,,2023-02-07,546_20230207_00
12163,546,146,view,,2024-07-16,546_20240716_00
12164,546,247,view,,2023-06-11,546_20230611_00
12165,546,495,purchase,5.0,2024-11-20,546_20241120_00
12166,546,26,click,,2023-02-17,546_20230217_00
12167,546,443,purchase,4.0,2024-12-19,546_20241219_00
12168,546,273,view,,2024-11-10,546_20241110_00
12169,546,212,view,,2023-01-31,546_20230131_00
12170,546,312,click,,2023-06-14,546_20230614_00
12171,546,2,purchase,4.0,2023-04-09,546_20230409_00
12172,546,356,view,,2023-02-03,546_20230203_00
12173,546,347,click,,2024-11-21,546_20241121_00
12174,546,418,purchase,5.0,2024-08-28,546_20240828_00
12175,546,235,view,,2023-04-08,546_20230408_00
12176,546,483,view,,2024-04-22,546_20240422_00
12177,546,166,view,,2024-07-06,546_20240706_00
12178,546,391,click,,2024-09-23,546_20240923_00
12179,546,310,click,,2024-10-07,546_20241007_00
