item_id,category,price,quality_score,popularity,brand_tier,seasonality,features
236,Sports,15.38,4.04,0.081,Premium,None,"[1.5085788472421322, 0.3550181708946384, 0.48866336582097025, 0.7365070872331161, 2.5758677552410516, 0.35672428043859256, 1.2404710881913932, -0.9373126019001644, 0.14815946373779823, -0.30972973296725786, 0.14104782705925584, -0.6983794475776781, -1.6226763423941772, 0.8001144980269537, 2.4127215260317305, 1.0762335295357706, 0.8672328732470054, 0.2550835567942015, -0.15488978355914898, -0.09553719484017678]"
237,Health,8.4,3.44,0.134,Standard,Holiday,"[0.2894549488591364, 0.9329016611095905, -0.9962990145453348, 0.26483599651798184, 0.6960423134078911, 1.5447973463842604, 1.9478909798017614, 0.06985979698176144, 3.138638949687134, -2.670167933371547, 1.552282909376714, -0.7258836617208037, -0.24109744898789084, 0.44110448436702115, -0.15344236731551375, 0.1964533795681345, 1.5876929682261434, -0.3842200453459713, -1.0869238165005535, 1.813463857298551]"
238,Books,6.35,3.26,0.233,Budget,Summer,"[0.3876819812686539, 2.8210211249566086, -0.41282134080071936, -0.42678271364328474, 1.0772232416230139, 0.641896809760961, -0.4696949043195196, -2.0037383797818373, 0.392041680682498, 0.4859078302454251, -1.2123919966643433, -0.8485373405837365, -0.40782842301026656, 0.45232541462436704, 2.4835761811087123, 1.1177126632135372, -1.5084417976784572, -0.4362128798153429, -0.0945329520771399, 0.5024549355147534]"
239,Books,4.55,2.69,0.148,Standard,None,"[-0.32562128314999605, 1.3943227872428219, 0.6895068283290587, 1.6361813010570987, 2.6613186517578353, -0.7396290484685878, -1.8208755518180693, 0.5591964340783401, 1.6104847353232035, 0.8136899670407284, 1.606347039530311, -0.22548667060211924, -0.6095744397731283, 0.11543590740131227, -0.3305531873668884, 0.663094021340344, 0.969767778003491, 1.0480836645718858, 0.5105926708043899, 0.24582232667529963]"
240,Home & Garden,18.24,3.98,0.209,Standard,Winter,"[0.15068585788386077, -0.6975165706361199, 0.8153168852079051, 2.2066596984944913, -0.7554833935369165, -0.056661542413238425, 0.6290826192412396, 0.5515735388198252, 0.48700896780815517, 0.0925313917410772, 1.0258195333018967, 1.23779650381161, 0.7373226156755405, -0.5874512748557071, -1.0580617172905176, -0.5439397669715936, 1.9536567479767233, 0.28169591382735354, 2.126441827526385, -0.12019834358743646]"
241,Clothing,23.7,3.11,0.249,Budget,Holiday,"[0.9870688251190727, -0.1899106580187796, -0.06984822335211005, -0.05738020941602489, -0.9986298159972066, -2.1952635840300005, 0.5815981452056912, 1.5269641809141228, -0.09399785136304675, 0.25922688104039643, 1.3427582352803111, 0.17786426402148814, -0.6091179503575874, -2.2287864186432236, 0.8150182206705578, 0.41790726787560556, 0.9275106795760463, -2.447736493810374, 2.076662785154092, -0.7906312243877452]"
242,Books,1.82,2.46,0.129,Standard,Winter,"[-0.5392295367895669, 2.506278471487587, -0.453157893685935, 0.06306502948812001, 0.9750440547228668, -0.6037410931662635, -1.172411607833743, -0.14513458302134166, -1.363465016185462, -0.2774485093509754, -0.28063747931345684, -2.463684123905563, 0.5306351637445099, -0.18268976668132056, 1.1818964527719358, 0.21553197979408253, 0.7356085703155483, 1.1900387532070433, -0.13171708277074626, -0.0008231888639018695]"
243,Health,120.18,5.0,0.291,Standard,None,"[-0.3241543372560745, -0.6324975461251405, 0.9831963712545014, -0.23545067407947642, 0.4741181974772932, 0.4824750765752649, -0.2696785442185508, -1.4553952046958791, 1.649340613122726, 0.5282743909955926, 0.30244710414739756, -1.9509413454293696, 0.811356491826011, -0.5535070778687843, 0.5726800594006936, 0.8149105393661576, 0.4702857034731065, 1.882178550606546, 0.9993754747489685, -0.4534723163179655]"
244,Movies,4.78,4.04,0.187,Premium,None,"[-0.5658131216174611, -0.36332045930561596, 0.8327147219303266, 0.4835358739356677, -0.14454022044839246, 0.5608391980881995, 1.8936593819431589, 0.20656661250494676, -0.6669402342034914, -0.6577039859679312, 0.15134756751307127, 0.15359025634475576, 1.0111808267879074, 0.4993246142274765, -0.49194667841980144, -1.2800729073468584, 0.8825908260792253, 0.3316711008585959, 0.9692227991928256, 0.45876279597417424]"
245,Food,3.93,2.33,0.077,Standard,None,"[-0.993871069210098, -1.5282232443854398, -1.5255268611834274, -1.2755064005868242, -0.05008633743318842, -0.6284345271596282, -0.37724623947602076, 2.3968080873092377, -0.0925136974356395, -1.1645747151019081, 0.9572771413826978, -2.0213362195669378, -0.7739360274095999, 1.7221720400658815, 0.3405007440170791, -1.79823038372182, -1.583315971530114, -0.33992896181862414, -0.4866179615793989, 0.7090711978503526]"
246,Sports,20.05,4.47,0.234,Premium,Summer,"[-0.8777272636867991, -2.3684344357120315, -0.5921274752413529, 1.065579444485567, 1.316031682553946, -0.9559326209051104, 1.022884416568987, 1.151279688627503, -0.5361311640063222, 0.5094489674107001, -0.8677520646874292, -0.3426321430101899, -1.8201103078126581, 0.3601021460727724, -0.10291352976325198, -0.6719273245915529, -0.09203003358934295, -0.21505095741264424, -0.827246058792064, 0.3985507704669513]"
247,Music,15.7,4.4,0.179,Standard,None,"[-0.8436682506094946, -1.4021141999033826, -0.6358545417698643, 2.2292170096170096, 1.5333567110140915, 2.775121124386921, -0.4285521413710611, -0.45124671299616903, 1.7132989677345563, 0.02231337782512144, 0.7906511493602714, -0.5537202069582415, -0.29731610670909214, 0.7806694755948416, -0.7354032171565276, 0.34826984293104013, -0.7003239057675783, 0.5101821577653, -0.7303297529406901, 1.7525652206078026]"
248,Books,12.11,3.25,0.084,Standard,None,"[0.03242611782242977, 1.767226623306828, 0.3363385616655311, -0.476909927597322, 0.8388708606780273, -1.166713272731042, 1.236848707354141, 1.5500788239610925, -0.9130597380603075, -0.9135998256030627, 0.41069531377752816, -1.1872204097428893, -0.49260287110232015, 1.1025269564560145, 0.7376067644769629, 1.9801963416895896, 0.17078414760020774, -0.6108380022781855, 0.051243511653020504, -0.15058833940863453]"
249,Books,2.33,3.06,0.068,Standard,None,"[0.6695876908981782, 0.7071907100718378, -0.4049186907034995, 0.5191306469494293, 2.1981395194794824, 0.1164519777073494, -1.982626328199508, 0.953695132635774, -0.23191840485901827, 0.06990665445882359, 0.5578630298876143, -2.225377956905714, 0.006536847735195777, -0.40969388995269546, 1.221834906005519, 0.7271137633387429, -1.6270019227815473, 1.2626258523490483, 0.44952508816021125, -1.5472415974532183]"
250,Music,1.04,1.68,0.294,Standard,None,"[0.7113996495187503, -0.48601607539643477, 1.4977288333243908, -0.5681582339386645, 0.5531111434887582, 1.470556711580785, -0.2160752887859381, -0.3922687623092839, 0.5561644365508192, 0.7244665783659197, 2.0614885082971552, 0.014874297248611924, 0.5478451486426231, -1.026782462598328, 0.6876783594762813, 0.02523356452175318, -2.6622736168229957, -0.8687839476805825, -2.0736817156798764, -0.7383870457648645]"
251,Sports,7.66,3.44,0.214,Premium,None,"[-0.9823519788494222, -0.7495137717600987, -0.8940818499158115, 0.34993083998435953, 2.40013889971321, 0.8756242197871619, 0.32806287073597984, 0.15880393130355044, 0.0788911377631423, 0.6756578710866232, -2.10685572769888, -0.059131050359578614, 0.31720223715584606, 1.7896306966397193, -1.1115754156117073, -1.1468596719603845, -2.2709652791276356, -1.3907806034332668, -0.15130456922369395, -0.724033100985787]"
252,Music,17.92,3.97,0.061,Budget,None,"[-0.5220073479880754, -0.8139091373787094, 2.1083754738320333, 1.5586000440334566, 1.0701423366873488, 2.415031094870318, -1.0047006058983088, 0.8873021707284864, 1.1153095763755947, -0.34447513683075254, -1.067700661131881, 0.42691987632991285, 1.0679146970671307, -0.6400394764462523, 0.5287096339523717, -0.9074399566794615, -1.1366793929159653, 0.2048667534398814, -0.8143877217344198, 0.4300859329469347]"
253,Travel,13.37,3.95,0.027,Standard,Summer,"[-0.7221591615216957, 1.1345383310080746, 1.8544309005166413, -1.5330015786034301, -0.9561680602506695, -0.8826788221605966, 0.9348016626956545, 1.6391321279295334, -1.080252561578079, 3.41474533796822, -0.7090341115287021, 0.33612290294557223, -1.2714536994278176, -0.12193041358199798, -0.11111271407271618, -0.31515830631527364, 0.38497098131969715, -1.007030864852526, -0.8837232981868416, 0.4378721449493555]"
254,Travel,9.82,4.22,0.064,Budget,Summer,"[-0.055808203435770164, -0.029867733267455055, -1.200093334930599, -0.04459429538646311, -1.2685561994417414, 0.006248682722424675, -1.2110585173479005, -0.8685318941369001, -2.5548930697378687, 1.2173352267262632, -0.7197176956119749, -0.30898478953688713, 1.1906389041570449, -0.052741097187075356, 0.9280967808764157, 0.9686938672950384, 1.410073738079013, -0.9059656376436167, -1.1819273961654921, -0.11648985205590957]"
255,Electronics,75.69,4.14,0.311,Budget,None,"[1.9599100751277387, 1.4795085246426098, -1.175770705525406, -0.09661327388038979, 1.1006601340851094, -1.2038990629769664, 1.040263865735755, 0.019796006551516008, 0.11011844236106016, -0.3395531362906933, -1.2089632419854315, -0.07880922616599143, -0.5557838042553015, 1.5243057504195965, 0.5104226145963418, 0.03449879906728017, 1.317739145856588, -0.056112194933349506, 0.7028806161611576, 1.1642117985545597]"
256,Clothing,4.72,2.41,0.117,Standard,None,"[0.3066926996134137, -0.3406230512281771, 2.4944664883523733, -1.3838288039246018, 1.2981631514439038, -0.18303448499368985, 0.7635226679048231, 0.9598754612848892, -1.1574449523659558, 0.8822575096080764, -1.4250667751443256, -1.3701377427598929, 1.9639992359884344, 1.1118533687966246, 2.073664175433755, -0.3702140306079106, 0.10242866407800864, 0.5273547467523633, -0.012195566593894366, -0.7461360206959045]"
257,Home & Garden,16.77,3.89,0.107,Standard,Holiday,"[1.8871989877617383, 1.03481382351985, 1.243951402122621, 3.5810976403249954, -0.15600438636664277, -1.217803707050511, -1.7838529125165903, 0.7391733124484073, -0.9665097182422493, 3.326780537643981, -0.8422319343186884, -1.014874322037846, 0.7777318490869078, 0.798438364859541, 1.7969191439300536, -0.24964044982656203, 1.1600912960343976, -0.16243376263416306, 0.5459071283227537, -0.21360549043868696]"
258,Music,73.91,4.74,0.055,Standard,None,"[-2.3154443255594463, 0.9928510818422681, 1.8094423214643256, 1.727776037446084, -1.265821006641914, 0.13630364366925174, -0.6424852093089086, 0.8791921864265351, 1.203788656664959, 0.6644994845485601, 0.528005288197053, 2.361004937000359, -0.4780441708839296, -0.7779752322371035, -1.189130801558776, 0.4329659175148597, -0.17955108909337536, 0.8249790644500962, -0.45054942058807257, 0.6287820996303176]"
259,Food,118.0,4.39,0.168,Premium,Summer,"[0.10903565762195477, 0.6632128100602828, 0.5208231859859894, 1.2221821165051534, 0.08938931397146636, 0.7995963769720559, -0.14234667760728595, 1.3532392985469328, -1.141367920533147, 1.5664861524523264, -1.508842591059522, 0.2540459313552056, 0.409643688488542, -0.9806879385527925, 0.9009505371781112, -1.3504789557855998, -0.5796846831843114, 0.9646904208061834, -1.300761528758659, 0.8169799185720482]"
260,Electronics,88.32,5.0,0.064,Standard,Winter,"[0.7955797674739662, 1.8872785622056851, -1.3394619789177664, 1.6812587597831745, -0.0652490560011619, 1.2474396287007097, 0.022915988438130808, 0.9374107795401669, 0.4488544539083109, -0.6693766082162661, 0.13411958811364608, -0.14293040838992144, 0.642980457334991, 0.14154122084022877, 0.28615688389954597, -1.0258715215989511, -1.2781318799455943, 0.07062782869834133, 0.1815521110438528, -1.0515672871485071]"
261,Electronics,27.93,4.31,0.223,Standard,None,"[3.1415376602351133, 1.3567996854914792, -0.07696453644043502, -0.9415829664674247, -0.08117361031679111, 2.0916654352700794, 0.9989678353166206, 0.5507426915325475, 0.9626849170525694, 1.5405666113413128, -1.1528662015471196, -0.39203986869712276, -0.5287216328368156, 0.5871143970709833, 0.1601108906395973, 0.7563112906894081, -0.5068873498672227, 1.3719520506791563, -0.06933370814930177, 0.6945455519581831]"
262,Music,12.72,3.82,0.069,Standard,Winter,"[-1.066113876732555, 0.5270328734197178, 0.6043653158694706, 1.5420648582316876, 1.7782808316453038, 2.781223530472001, -1.514630020691835, 2.2803606534921514, 1.3533849895718637, 0.8491979445048891, -0.01667267018272207, -1.5498418309077275, -0.5600284743572589, -0.05091236274354123, -0.40090273797622855, 1.0934560930784314, -0.07652120656768767, -0.7766658951283723, 0.5007255806783237, -0.8292234197059316]"
263,Food,7.5,4.32,0.182,Standard,Summer,"[0.028076181116170988, 1.701325106456654, 0.8729856413425691, -0.43818111919734926, -1.380348353733938, -0.4150138017965702, 0.4133487785502528, 2.597200370631427, 1.359137683302019, -1.094545975119, -0.43915533394681044, -1.177642669874513, -1.3387992115794456, -0.6278187459533185, 0.36661224429402106, 0.7713944348903161, -0.9483541066216746, -0.8092759193872399, -1.779823175323434, 0.2143522082769957]"
264,Sports,27.83,4.08,0.186,Standard,None,"[0.37709472744234446, 0.5142655924148591, -0.4586323973017281, 1.9351522682653173, 0.2532706334839079, 0.058163898972263255, -0.21858020408792528, -0.5507008819672566, -0.6976628460130594, -0.006959882912358075, -0.22552782732172874, -0.39187652711255944, -1.2987196349893746, -1.618111817810499, -0.2885164751955654, -0.40209610449653027, -0.19703686027682768, -0.10862179788950874, -0.5225023418828179, -0.21240742381820554]"
265,Books,2.07,2.79,0.159,Standard,Winter,"[0.26877811322060347, 1.5941774984222479, -0.9731121873260894, 0.8065181565734423, -0.6141310534969643, -0.43415766785777626, -1.187305144062358, -1.6885727968809516, 0.45318821613321647, -0.09911502316868055, 0.9182216610514036, 0.5089444107005475, -1.244947867701808, 0.003210196184334222, -0.035470672798276086, 1.0110385068105536, 1.233050378565542, -1.7290261740108024, 1.0986245861535997, 0.9641700317756366]"
266,Home & Garden,14.67,3.43,0.45,Budget,None,"[-0.7993499461368424, 0.199830095880847, 0.33719070499117276, 0.8978076861425743, 1.809160162066269, -2.0891374218256393, 0.12957087932883046, 0.15515172598210095, 0.2634825106269602, 0.879329026548271, -3.049497625921473, -0.7740504300238061, 0.1512678651030431, 1.7030767866264467, -0.5818202488370199, -0.19240313857567512, 0.7254582980939087, -1.2095642180949284, 0.022445573588405526, -0.1051347875156706]"
267,Electronics,14.75,3.64,0.208,Standard,None,"[2.6543209927013733, 1.1164246752943185, 0.15414889278571212, -1.6111257656392939, -0.13590701331613964, -0.5087109244450072, 1.337128461437189, -0.8451092698817543, 0.2304703423609813, 0.5979967527101597, -0.8575932269279354, -0.5949660553160498, 0.4332835953075614, -3.203939302152463, 1.3619599103495323, -1.0113844897202995, 0.044240631080804435, -1.352646314853363, 1.3183684546661576, 0.0005169397811825995]"
268,Clothing,80.39,5.0,0.179,Standard,None,"[-0.48291284722839156, 0.6742317925034584, 1.0679817365249737, -0.2800573211844655, -1.118181142212857, 0.7854446300551747, -1.273231628138199, 0.5926779072618362, 1.028640610073081, -0.32337584590447205, -0.6869234154593553, 0.4751179533384053, 1.602425145626405, 1.3416775610499883, -0.07376044127238657, -0.8831825694815804, -0.23209246902268377, -1.689908859809542, -0.5557051247840179, 0.45054594569390183]"
269,Sports,10.07,3.53,0.506,Budget,None,"[1.6610229075121574, 1.0060978822312292, 0.1768537951011802, -1.2718397660012517, 1.4194184871279103, -0.2269201862467067, 1.4920246949577296, 0.8007672066228873, -0.7950334779558542, 0.4028091059703823, -0.45876701582985696, -0.6458176011415537, 0.6285690385931884, -0.14441184072573296, -1.1642614235079336, 0.8269320257302971, 0.15200166279682312, -0.366353896234063, 1.4924703775646744, 1.0641241914702761]"
270,Books,1.34,2.58,0.075,Premium,Holiday,"[0.1202408343239678, 1.9588892678359702, -0.03837193429432864, -0.5101193850409896, 0.024825354160865475, -0.8507698083411803, -1.1878079070844885, -1.246547484159911, -1.0491046458767084, 0.4222831295033616, 0.44947183759510256, 1.4605252934756352, -0.22846905732234488, 0.7014091946752973, 0.047062613184142364, 0.29959823275961106, 0.8083674300579229, 0.5820470805774158, 0.10843998972747285, -0.6135759193909469]"
271,Music,3.65,3.2,0.132,Premium,None,"[0.19927221274844584, 0.055789628616553615, 1.0639558450458475, -0.41495587913281295, -1.9808538474953072, 1.636129201536687, -1.626430758916577, 0.41567197409657614, -1.6738979283487876, -0.9883710624141014, -0.362334458274863, 1.5439506047611449, -1.0728901157149175, 0.0124049831465862, 0.579976576957259, 1.4840605532206974, 0.7777947517214098, 1.0939069516324653, 0.8643070588515412, -1.2091229713961391]"
272,Health,14.42,4.07,0.063,Standard,None,"[-0.34639298868715046, 2.3738025039426955, 1.6662792435304936, 1.1449389017228533, 0.017310424735394667, 1.5592611117267683, -0.5121307350476816, -1.1836404451326332, 1.4295852312579815, -1.6065673314957507, 2.2663578098390365, 0.5430458943081361, -0.8706929553810522, -0.07920726785026967, -0.11032661506401152, 1.4348044152142827, 2.2382220231018946, 1.0852209343573531, 0.7422939189433924, 0.3194230755873035]"
273,Music,12.52,3.64,0.25,Standard,Winter,"[-0.13209497695624803, 0.339507768372794, 1.6355002972234984, -0.6051852775304685, 1.0394249952586816, 1.1824137883370183, 0.04382914768530759, -0.7947756691685385, -0.37131201465296415, -0.6785460618082994, 0.6982175508037494, -0.4972441395492524, 0.5302070141050813, -0.5268289726252063, -0.0055383542133556375, 1.4575984784712448, -0.7454912693195149, -0.726528268393714, -0.24620847683548694, -0.017581448638234503]"
274,Food,15.67,3.37,0.129,Standard,Summer,"[0.5286743349643114, -1.3020394144843648, -1.513103468295203, -1.2034979155922916, 1.075333516702234, -1.2028261271443312, 1.1419226684501176, 2.202651676288358, -0.5183749632028091, -1.052267876670692, 1.9044313331486733, -0.5883511492718141, -0.584183503225402, 1.4511662848830906, 1.6284047898634235, -0.1399468366412396, 1.1842349501348313, -0.6125324154624024, 2.246972408476205, -1.3112672496445927]"
275,Food,7.69,3.94,0.165,Standard,Winter,"[0.5017163242341968, -1.0103297875965338, -0.5503535878198212, 0.8433834529907315, 1.4236311818185134, -1.9404302255083603, -0.5678631472514148, 2.02362060241465, -0.8792744620806778, -0.8225196441816829, 0.4749198737938048, 1.5813759691714335, -2.031823556322141, -0.17047614898169622, 0.4632803417903879, 0.7802139722002417, 0.31912734306903845, 1.7614025499361152, 0.02890659332579404, 1.3119927903920974]"
276,Health,11.19,3.56,0.228,Standard,None,"[0.3753460501424231, 0.08439801092006835, 0.02044378097216317, 0.36644303213691104, 1.9829582385537083, 0.34532305626242976, -1.4946596589373575, 0.3592836923366397, 1.8402449726329952, -0.616492934900792, 0.1870247133429629, -0.1179414691092398, -0.22711216701968134, -0.10207156481097733, -1.1749645691495405, 0.7168599814301294, -0.13773462569812825, 0.2645422666434413, -0.8655111573191633, -1.1194015109973732]"
277,Clothing,11.68,3.6,0.213,Standard,Summer,"[-0.8772918845377298, 0.45487900432444067, 0.7619761993704917, 0.22581187780577905, 0.4440414377936213, -0.563023280031165, -0.7497486526673303, -1.4090482198831205, -0.7910617041077553, 0.5677678986831728, 0.8382554785696985, 0.06367276199029215, -0.6144529262771273, 0.07330984446664032, -0.8183235851180998, 0.17909480108442352, 0.7468620966199958, -0.46535461074413265, -0.8030958372354811, -0.4877176881259738]"
278,Travel,7.34,3.18,0.292,Premium,None,"[-0.859386131070751, -1.0800574753017402, 0.7840955963724985, -0.06040613221613558, 0.31451374380269603, 0.15167318580140368, 0.4409188278083594, -0.2547187899858918, -0.48165745105457425, 1.1847196706088776, -1.4139691334071136, -1.1220331706229165, -0.3654177211002216, -1.6030394844354783, -1.3822859041360303, 1.0421398926351775, 0.22417948485379244, -0.45183672820352067, 2.2715744589045603, -1.6482497187130287]"
279,Electronics,25.62,4.6,0.143,Standard,None,"[0.9462216453700176, 0.7165471527344628, 1.1578769144756471, 0.6601882398579441, -0.2083275657939122, 2.0244993192824183, 0.6876626237950153, -0.9279036657590679, -0.3868863011382074, -1.069976954623892, -0.10739685144882034, -0.13974541446749617, 0.755362615868472, 0.7406481588024338, 0.3883392862190113, 0.36139897126592485, 1.0432667554144957, -0.2258377437137052, -2.3930617633805, 2.110967952448771]"
280,Home & Garden,1.97,3.36,0.266,Standard,None,"[-0.2677951434373497, -0.5055071496093169, 0.9519443164563444, 3.351145507523139, 1.9319313944219543, -1.0037257978431733, 1.3007808074286547, 0.19089787728773092, 0.3757900095724459, 1.2144086870317135, -0.04989510827454388, -0.18252200021850631, -0.6935321413285831, -1.1666286699286104, -0.6324210290293469, 0.17109993729650527, -0.05029175592233837, -0.38061771159410984, -0.3497576723080635, 1.051343735261751]"
281,Sports,33.34,4.3,0.383,Premium,Summer,"[0.10219766868869454, 0.22891695205247414, -0.05395549529913732, 1.2562330360079226, 3.1532107399521414, -1.1839089639313372, 0.9689278294203088, -0.019119330457863317, -0.30488537759685397, 0.709487873671332, 0.28485795273659376, -0.8964454086404662, 0.8069614785221204, -0.08613351727106569, 0.7902534437381302, -0.014425484684941668, 0.8041438950753599, 0.9472078938417337, 1.195827771584274, -0.6104905195784477]"
282,Clothing,6.2,3.85,0.157,Standard,Holiday,"[0.5225971530633636, 1.59374759404403, 1.761199964529957, -0.22963539600249672, 1.768661239579193, 0.016989280384034702, -0.8033072487591058, 0.7356821592925853, -0.23767614427420716, -0.8226382177411825, 0.08968659995440867, 0.826686021107913, -1.1591821060307181, -1.1824357797692917, -0.08005905988050957, -1.1000326779773888, -1.276072681970571, 0.006116067008443496, 1.1060704735963496, 0.7880173575606384]"
283,Music,9.7,3.78,0.615,Premium,None,"[0.4927839739235272, -0.6503153948730749, 1.6646680302676264, -2.191982864740198, -0.6832666972178264, 3.171682197222811, -0.3701116034225179, 1.5964645248001856, -1.5118047446784004, -1.112101893948008, -0.5316381701269749, 0.4173992775365288, -0.22202015038002296, -0.49039925256242106, 1.420396431098524, 1.5134449753891508, -0.4143797657075555, -1.7097678073296625, -2.1574838291873797, 0.23929011478035628]"
284,Clothing,2.7,3.66,0.465,Budget,None,"[-0.6327386948746901, 0.7652427875460576, 2.0005154303360433, -0.5897576298065668, 0.3580072013498461, -0.21576442509979982, -0.6385044816102463, -0.02871721373166279, -0.015046004039790487, -0.47714101572862827, -0.8150670368296582, 0.08987715784191591, 0.20669811689930212, 0.39995241708407075, 0.3679837126570526, 1.3194800156989013, -1.0876892602979233, 1.5862805402969489, -1.3378202149684653, 1.2478498255633292]"
285,Travel,25.27,4.81,0.413,Premium,Summer,"[-0.19532829079914105, 1.180726943337685, 0.4048093260109996, -1.3074297606334224, -2.5502015420939124, 0.5519731449890005, 0.23237296582579584, 0.37765061411022355, 0.2325031704552505, 0.8554410074435519, -0.18977385944319058, -0.30564664474380393, -0.08126538814061757, 0.878359570274907, -0.5773951982503014, -1.1559975537818332, 1.3399473013324883, -0.7302616942179969, 1.1524338882359093, 2.151461699807826]"
286,Movies,6.06,3.86,0.118,Premium,None,"[-0.00225914681470111, 0.2928241699261365, -0.256945295835506, 0.2980136055977819, 0.985606767660084, 0.27757063653141145, 1.4655905605466917, -2.7556486725667626, 1.2137597700255853, -0.1105773940748394, 0.2004634364719229, 0.5449928077974966, 0.5452480982192132, 0.7577818231285485, 1.0088318189729353, 0.7555401702090132, -3.1170323173508776, 0.3929797611718196, 0.2549954705020672, -0.2528010059348504]"
287,Movies,8.58,2.7,0.435,Standard,None,"[0.5963755106488313, -0.27592781665416066, 0.6479638649450615, 0.9374343834877005, 0.418230102736629, 0.07936739462251802, 0.9430258772321529, -0.9859588763567569, 0.8055739529610344, -0.8591698608152197, 0.42541057195641646, 1.3022656329419728, -1.2977566209894953, 1.3058717217406512, 1.2716138542829174, 0.3425693691147585, -0.6153344690449538, 0.5321712962942319, -0.17799988120915672, -0.7080884837305316]"
288,Health,1.96,3.52,0.119,Standard,Summer,"[0.5014692742032589, 0.9248808928622517, -0.5493574316760487, -0.7174530724418777, -0.8021668549618599, -1.0822197396773219, -0.4203574784240349, 0.0673806024210696, 0.6169839946083155, -0.6419926559511446, 0.1577766033466109, 0.034675924804770206, -2.6671895879051823, 0.633631828124144, 1.2384496075818678, -0.5726414357366862, -1.734907476651366, -0.7643876978554843, -0.7938815451983209, 1.1998553355219186]"
289,Food,12.32,4.05,0.193,Standard,Winter,"[-0.4790734441871695, 0.34282291411968263, -0.10496279845546626, 1.5499568535296324, -0.35608600566107096, 0.44638507487994644, 1.0869665113474634, 2.655927424211502, 0.5421826968087302, -0.5067860304644594, 0.11694295334288463, 0.4613957878970214, 0.16950648297285942, 1.4818377341549014, -0.165787815731049, 0.033421192438285084, 2.583133115332564, 0.8302558222845172, -0.9681354736199527, 0.49795639705276634]"
290,Books,1.32,2.77,0.223,Standard,Summer,"[-1.0899028288968664, 1.1130679914350492, -1.2822119030289674, 0.431261371140035, 0.09810777494123614, 1.3500939233452363, 0.5950826926233389, -1.297961656465402, -0.46205947077830695, -2.1104364863810936, 0.2933728445692313, 2.790748342898729, 0.13081827325510498, 0.20118536939744028, -0.01731748227851103, 0.35585160915094666, -0.15623439385304017, 0.6178554137565535, -0.7724172523331104, -0.7309754434660377]"
291,Clothing,12.28,4.41,0.09,Standard,Holiday,"[1.4343458016357111, -0.7303548609804004, 2.4966425935770524, 0.4174199782469743, 0.07489999462842542, 0.6269269358944517, 1.2070198534996364, -0.7223601944608129, -1.2071044856692554, -0.20501448609186135, -2.4844808129671776, -0.06937737840006872, 1.4296542306209534, -1.4234617103629377, -0.41768587466464496, -1.136714005391555, 0.39671170776848913, 0.6368334586936207, 0.021425962182489166, -0.6848449682184525]"
292,Sports,11.82,3.4,0.235,Standard,Summer,"[0.5404568047891768, -1.0495464594818074, -2.4292929676734887, -0.1601024136920497, 2.257814705254989, -0.1150708048831132, 2.8671068171879743, 0.37885122923497444, 0.14714181929870035, 0.4295913033140909, -0.44131900440009764, 0.9294790620935388, 0.36100194617710163, 0.3151717038924908, -0.6241202228669391, -1.5643303264490933, -0.5013860890772907, 0.2826338562598923, -0.4446994797449462, 0.29172716706737095]"
293,Music,4.65,3.41,0.316,Standard,None,"[0.04679814128360111, -2.543146022737973, -0.22717886065137635, -1.5580513904418336, -0.4380787314849832, 3.908583205106268, -1.3104712416432904, -1.3398860320030481, -0.09841224736984873, -0.8176582267309798, -0.25558214052697026, 0.10869864734076093, -1.480651559226533, 0.22837430565025563, -0.7611615926534127, 1.0721658491597048, -0.8735534317568523, -0.7112507646577163, -0.931212511641638, -0.41430035209331423]"
294,Food,9.34,3.87,0.121,Budget,Summer,"[1.630196800176051, -1.1558263904413328, -0.49156005615057613, 1.4580753950410612, 1.9924954086899764, -0.26195563125862176, 0.27133380214529434, 2.351185357560778, 0.23428514610215595, 0.24758848277055628, 1.364857387585674, -1.800743056109478, -0.65525128961049, 0.6387392794771305, -0.4962305604880284, 0.28647008643351857, 1.0865719049305225, 1.600129099440466, 0.27744658261079375, 1.489503363617231]"
295,Clothing,4.72,4.03,0.328,Budget,Summer,"[-0.005743595515917001, 0.07110385731734516, 2.9336566014288974, 0.6464979655959932, -0.7554607202010528, -2.186829371271469, -0.17552806259704828, -2.096914179225179, -0.9910173361055483, -0.8742869572003843, -0.5686423109401264, 0.8204381441635414, 1.0376795407302604, 0.5087407198072074, 0.6325069760618053, 0.6561204563686461, -2.496829991220924, 0.010197682007116406, -1.7964587211700052, 0.5091394756715406]"
296,Sports,32.32,4.33,0.211,Budget,None,"[1.0285857335244413, -0.3860209697748662, 0.06827874005772397, -0.7624489750378718, 2.86694067858439, 0.501317120140041, -1.270454883105296, 0.3379063484987249, -0.19546436631655667, 0.12717622859571248, -0.700186690794623, 1.3175494831804473, -0.6550587116149752, 2.1255366780118816, 0.1497544647319883, -0.29355404211058006, 0.44894736661820966, 0.309116324308994, 1.9796303244149007, 0.46464061281846064]"
