user_id,age,gender,income_level,location,activity_level,price_sensitivity,primary_segment,category_preferences
511,25,M,Medium,Rural,Low,0.40079106344772086,Music Fan,"[0.03404117049249302, 0.0015045721902901738, 0.054631682462424606, 0.051760809483182214, 0.054826330768611195, 0.5373742382565774, 0.17841279575095875, 0.012981851403907594, 0.03387333226857276, 0.0405932169229823]"
512,35,F,Medium,Suburban,High,0.1957719969363305,Tech Enthusiast,"[0.08485869653479873, 0.07406549121082871, 0.3414333471388781, 0.14230771566698897, 0.14770995998437259, 0.031187110565714493, 0.05744407274987504, 0.009215748327881313, 0.10003291226898392, 0.011744945551678227]"
513,55,F,Medium,Urban,Low,0.2217397967169521,Travel Explorer,"[0.11489420000779631, 0.13624584992498318, 0.05405967261477587, 0.0054527670198732375, 0.005799697928678292, 0.004078848211947147, 0.2052684620236822, 0.05846817124804202, 0.24306109503906054, 0.17267123598116135]"
514,35,F,Medium,Urban,Low,0.03397891852234034,Tech Enthusiast,"[0.05404381427563588, 0.05667659780064324, 0.13720082291491612, 0.01760601417054006, 0.19688219720103164, 0.06348966002020401, 0.3364655159147357, 0.006521031323076989, 0.009398760825202107, 0.12171558555401432]"
515,55,M,Medium,Rural,Low,0.40712758635640817,Music Fan,"[0.06303647297636854, 0.04532073854309315, 0.010687231817386721, 0.0933720229143146, 0.07362040078563149, 0.024936030708633254, 0.10703086199446538, 0.1511996549043725, 0.16459867207461873, 0.2661979132811154]"
516,35,O,High,Urban,Low,0.07310494135543387,Movie Buff,"[0.011066061150710878, 0.06931144924851002, 0.18059520500367374, 0.0029506633251538397, 0.12311206870372263, 0.059409140987747355, 0.0025882153364735353, 0.030808912782501457, 0.41273766846198356, 0.10742061499952307]"
517,65,F,Medium,Urban,Medium,0.2557135636668718,Home Decorator,"[0.10942796999893668, 0.10703557685151575, 0.17358974079485726, 0.2148925808295936, 0.006306870126637229, 0.08034639013632373, 0.024411619353864076, 0.21704140246348627, 0.029588370510917193, 0.03735947893386825]"
518,35,M,Low,Rural,High,0.37391531623954805,Health Conscious,"[0.06889748750420427, 0.0018158458608436559, 0.041033684699262295, 0.02045743278145504, 0.11476716301224964, 0.005877483182718792, 0.08353327791058202, 0.023813888575550758, 0.5986461402964661, 0.041157596176667484]"
519,25,O,Medium,Rural,Low,0.5844187515244393,Health Conscious,"[0.04878750385248931, 0.05624302714789058, 0.08159106162721996, 0.3015404756086413, 0.23632192987660286, 0.016463823711427635, 0.021616714919428556, 0.05043702105270396, 0.07829542687772724, 0.10870301532586862]"
520,55,O,Medium,Suburban,Medium,0.45740376486210305,Fitness Guru,"[0.025822631470026374, 0.08162680149182806, 0.13383554630885633, 0.08416441605375061, 0.38274999550828076, 0.08987905391737422, 0.10292139734603255, 0.013077763405587904, 0.03870068473791375, 0.047221709760349506]"
521,25,F,Low,Suburban,Medium,0.3183434897076542,Travel Explorer,"[0.19777589959344127, 0.089497629503033, 0.05121888318847498, 0.28982253159012594, 0.06014586137231193, 0.08226849677294647, 0.06279863566500371, 0.08843637739786697, 0.0675855961211925, 0.01045008879560327]"
522,55,M,Medium,Urban,Low,0.5142050772234058,Foodie,"[0.023928969698118467, 0.020938084334693283, 0.0014719345473983014, 0.15446083391805432, 0.2174095433337301, 0.09955566784605077, 0.021796303966986858, 0.07022060408473738, 0.06754448106719549, 0.32267357720303497]"
523,25,F,Medium,Urban,Medium,0.5015841031911277,Movie Buff,"[0.48623268099892203, 0.0170996006870611, 0.007611554929709903, 0.3147979825541132, 0.033012977113333286, 0.03291893192833516, 0.010435385956905826, 0.011784799546211085, 0.07060218969630098, 0.015503896589107412]"
524,35,F,Medium,Suburban,Low,0.06224416691653538,Health Conscious,"[0.3790097858055271, 0.004036701612422048, 0.03539639708303988, 0.022929594459779247, 0.0011828992991513413, 0.029263509432409525, 0.11975466788541068, 0.027711049286547978, 0.15002189362878882, 0.23069350150692333]"
525,45,M,Medium,Suburban,Low,0.04969253296249162,Book Lover,"[0.07247124132700475, 0.07541527898456084, 0.23952328569301692, 0.10662912298464942, 0.04073750682247383, 0.034746200735585465, 0.028933112553288422, 0.24024647031258287, 0.04161452569909803, 0.11968325488773941]"
526,35,F,High,Rural,Medium,0.28276351861945215,Tech Enthusiast,"[0.22838358149999324, 0.0025421883565448526, 0.02724385880716117, 0.05646614179706873, 0.0037708270328510895, 0.01683445232641224, 0.2229692162772156, 0.30792885483873106, 0.11009240864307555, 0.023768470420946295]"
527,25,F,Low,Rural,Medium,0.2584131413509662,Fashion Forward,"[0.02046861791872438, 0.0004949486751932928, 0.060891010360732245, 0.11751320886357403, 0.13440881098736127, 0.01923721482924151, 0.27170179512108134, 0.05934989710644606, 0.21161773601730702, 0.10431676012033886]"
528,45,M,Low,Urban,Medium,0.5133207689547002,Tech Enthusiast,"[0.04497804130256028, 0.0492349212154726, 0.06201808409248144, 0.050645763884945565, 0.17037022359901427, 0.012045076812921674, 0.05110260060284762, 0.21443238745163548, 0.008165488885671531, 0.33700741215244956]"
529,65,M,Low,Urban,Medium,0.39749630669459574,Music Fan,"[0.028901981971538843, 0.292442205328122, 0.09925347014282676, 0.01667016575374795, 0.1259985417658513, 0.2518360711118441, 0.10799859505770201, 0.014232562558141192, 0.051562272157764155, 0.01110413415246187]"
530,55,F,Medium,Urban,Low,0.2268348354357903,Movie Buff,"[0.1816896969149812, 0.08664663498720318, 0.05309335679234561, 0.15877275876511499, 0.052487044621169564, 0.16712217129489004, 0.05676564293889676, 0.011354222174179479, 0.15917406162798758, 0.0728944098832316]"
531,55,O,Low,Suburban,Medium,0.3925285933713618,Tech Enthusiast,"[0.31068151732126875, 0.07703036709570268, 0.08766383919531524, 0.057076427707017444, 0.06645499219113545, 0.013286227481790999, 0.1204037972436029, 0.06102609160271707, 0.18283419202944376, 0.023542548132005757]"
532,25,F,High,Suburban,Medium,0.30825158629378824,Fashion Forward,"[0.0140368523034669, 0.3575895044988235, 0.1247315026904229, 0.011194181306738748, 0.06510402175831642, 0.12184404149213954, 0.09579993382748604, 0.15761399801069859, 0.00758638151886931, 0.04449958259303805]"
533,55,M,High,Urban,High,0.6593886836318535,Book Lover,"[0.017603328080647476, 0.09639660473708744, 0.09295083397062175, 0.11434294407048591, 0.20074486367376124, 0.13740697897989185, 0.12075805390779926, 0.06828554449187643, 0.08262475291263868, 0.06888609517518979]"
534,55,M,Low,Suburban,Medium,0.6220236197707895,Book Lover,"[0.0014233879345435989, 0.1844160024202639, 0.0752411539690745, 0.015864789464714465, 0.3608348754047985, 0.22983039297616797, 0.036759669411430836, 0.041569371853461504, 0.004574897121764142, 0.04948545944378032]"
535,35,M,High,Urban,Medium,0.17249057586486774,Health Conscious,"[0.02459210199894639, 0.025457049486788577, 0.027375859623356556, 0.07524204828649156, 0.003953225672200098, 0.17469872742063036, 0.016613588660014517, 0.529774777494587, 0.024840094466122994, 0.09745252689086198]"
536,25,M,High,Rural,Medium,0.19876060468762466,Fashion Forward,"[0.09754169374713079, 0.16267036111050803, 0.3729000808322214, 0.034071329535926814, 0.013639690939618896, 0.1745843414362034, 0.006949239890861521, 0.09151479669898402, 0.01083292524288846, 0.03529554056565666]"
537,35,M,High,Urban,High,0.1638983351369203,Health Conscious,"[0.08391838546271478, 0.03637835492197599, 0.0520935135659626, 0.11930813579886783, 0.24104655898714614, 0.014276073096285397, 0.0863251310072822, 0.029823030446300084, 0.32940978617567024, 0.0074210305377947075]"
538,45,M,Medium,Suburban,Medium,0.1653013166671077,Health Conscious,"[0.014414566381787343, 0.08690884703228875, 0.036722930162418746, 0.005223340846558261, 0.28844262890238614, 0.0996508672229668, 0.20350931221339508, 0.10949985675827166, 0.08579519974098582, 0.06983245073894145]"
539,45,O,Low,Rural,High,0.3207990239834495,Book Lover,"[0.0064395961311481805, 0.27232663275251817, 0.00923910637076554, 0.15215475921329968, 0.004293195288330232, 0.22956265573246054, 0.07791635091876019, 0.012187459796445376, 0.1524114453132156, 0.08346879848305644]"
540,25,M,Medium,Urban,Low,0.5591705096422106,Music Fan,"[0.08491490813970091, 0.11823417140885478, 0.25655632672987, 0.12386179814126114, 0.045667647131040205, 0.24816241169575015, 0.004086284472799368, 0.04854797509703251, 0.051826257288608575, 0.01814221989508233]"
541,18,M,Medium,Suburban,High,0.6493747642049961,Foodie,"[0.02769264128949287, 0.07011975710997075, 0.07679503278890064, 0.3085661290619798, 0.012041287647727663, 0.2548253763728257, 0.06055184338351352, 0.04132769871913713, 0.08657470372705293, 0.061505529899398934]"
542,35,M,High,Rural,Medium,0.4714406093775414,Fashion Forward,"[0.032145995239038, 0.03864760111223179, 0.15477136411339387, 0.10190816362458961, 0.04001251137763982, 0.1892070500673228, 0.06601274863704412, 0.04812691608423948, 0.08365156107403893, 0.2455160886704615]"
543,45,M,Medium,Suburban,Medium,0.3418500662933675,Home Decorator,"[0.004745498308766765, 0.0438365889498713, 0.3507411524261576, 0.07725772937239694, 0.053097250075355686, 0.10120726370314584, 0.0024570924062437137, 0.22957563730535024, 0.07377224923225188, 0.06330953822045984]"
544,55,O,Medium,Urban,High,0.3799709678251942,Fitness Guru,"[0.02164087708316394, 0.04379168584256056, 0.0949767388176611, 0.0017304921580264443, 0.24209057372432707, 0.17045945948511082, 0.04810441449996334, 0.05610363770532889, 0.17996372079001874, 0.14113839989383914]"
545,25,M,Medium,Suburban,Low,0.39265586154160254,Travel Explorer,"[0.01918449916371155, 0.018319531636136803, 0.03385906699499414, 0.013035376004840348, 0.14324551228768903, 0.0235976558677568, 0.025803309753983737, 0.002121357093278679, 0.22555207837062338, 0.4952816128269855]"
546,25,F,Medium,Urban,Medium,0.42722021089871837,Home Decorator,"[0.03839674862318208, 0.05188123356842647, 0.23789959818065953, 0.3791054726477252, 0.05273420181279692, 0.10087293644237992, 0.00841156365588587, 0.030934808236019226, 0.08788609440944231, 0.011877342423482514]"
547,55,F,High,Suburban,High,0.3502973896485699,Travel Explorer,"[0.04972376550135471, 0.1524838256712944, 0.13959625724059335, 0.024858444001789562, 0.03456022712392232, 0.1450199441112655, 0.020476802294231766, 0.045977951636090725, 0.269080440548295, 0.11822234187116268]"
548,35,O,Low,Urban,Medium,0.29716622419199334,Health Conscious,"[0.010982661061398506, 0.20853241822195775, 0.5328117655608073, 0.01712841160290326, 0.003370282800599968, 0.02766116320249073, 0.15487537573239907, 0.029925046246503488, 0.010075996902899877, 0.004636878668039827]"
549,35,O,Low,Suburban,Low,0.5531247267230047,Foodie,"[0.30868298504478103, 0.03352506492159964, 0.06259267029764018, 0.17151425220641323, 0.10151881450157384, 0.012645606290828068, 0.10662485453692412, 0.044610238132984516, 0.07702104686408018, 0.08126446720317514]"
550,55,F,Low,Urban,High,0.3490720171752129,Fitness Guru,"[0.030475369250699293, 0.03156481659755766, 0.13471148641805353, 0.05685312685882104, 0.17830747694980564, 0.1601749541740798, 0.16346913018103182, 0.02805948239348845, 0.21460933130379795, 0.0017748258726648194]"
551,35,F,Low,Urban,Medium,0.053145171016988006,Fitness Guru,"[0.3965660077720764, 0.04514766072006439, 0.023866710609877655, 0.013855311822320557, 0.24358395981486186, 0.01774929277338759, 0.021957006157260834, 0.05242599229483021, 0.04861719440523884, 0.13623086363008183]"
552,55,F,Low,Urban,High,0.3567569616352524,Fitness Guru,"[0.09094131489009122, 0.03577122357545227, 0.27066673691661547, 0.04135210637644319, 0.10332396858949998, 0.2536126010836797, 0.05210892336932828, 0.07448621157745654, 0.06027607861265026, 0.01746083500878332]"
553,18,F,Medium,Urban,Medium,0.4894842629573169,Foodie,"[0.19761638766849235, 0.18910475765223303, 0.09870546840466773, 0.06014672771717935, 0.03960988138173037, 0.0287389452657003, 0.19182517085800285, 0.1205584586101739, 0.0564745585720132, 0.017219643869806876]"
554,18,O,Medium,Suburban,Low,0.21886764771212514,Tech Enthusiast,"[0.11247527382545204, 0.05004422289002264, 0.01379998650938982, 0.0717991700996737, 0.10931982499485918, 0.2001366356383175, 0.15307380034049795, 0.05739925987465878, 0.10214078833225228, 0.12981103749487616]"
555,35,M,Medium,Suburban,Medium,0.11813901606741932,Foodie,"[0.002495061483533319, 0.017834365919670338, 0.1995013013495935, 0.45062957330106096, 0.05051564086037603, 0.004961881852222649, 0.05862160751556106, 0.004615558799420155, 0.027979504932052004, 0.18284550398650995]"
556,55,M,Medium,Urban,Low,0.4996826682779727,Home Decorator,"[0.07746354810755404, 0.17664037863916154, 0.08149300734534698, 0.06696722495534052, 0.028797285228780046, 0.07177387273204364, 0.18243699283309922, 0.12033439848126483, 0.15112493407483796, 0.04296835760257117]"
557,35,M,High,Rural,Medium,0.28966514880992145,Travel Explorer,"[0.13042389086996092, 0.04365115770024995, 0.0883001984270988, 0.017840386661726427, 0.0674694964018994, 0.23855129514920198, 0.06122912637683184, 0.20491070928089156, 0.09991090421115771, 0.04771283492098147]"
558,35,F,Medium,Urban,Medium,0.08292415012706633,Travel Explorer,"[0.04117611874281477, 0.0371288041926392, 0.1722403670369139, 0.035557554484334085, 0.07080933463206462, 0.14217259551089756, 0.009939136414684005, 0.10814967900331025, 0.10663115765014756, 0.27619525233219394]"
559,35,M,Medium,Suburban,Low,0.24732829100872494,Home Decorator,"[0.20164333843674734, 0.009088351872503255, 0.010872901560462993, 0.06211003722689385, 0.28050661076365313, 0.08752167338487372, 0.07052421674850212, 0.10667522039204949, 0.047173446949758856, 0.12388420266455522]"
560,35,F,Low,Urban,Medium,0.6506822400763107,Book Lover,"[0.09888304092769118, 0.03696314986726587, 0.09772907740229578, 0.04619709351276772, 0.05986196584277728, 0.039348371635441345, 0.32189288654033343, 0.1381353880776683, 0.03657079254054774, 0.12441823365321135]"
561,55,M,High,Urban,High,0.06860306493406491,Music Fan,"[0.10798240185440398, 0.01543688437323081, 0.0682514038121108, 0.03851084971025856, 0.009291904098580698, 0.19715662687996763, 0.2775545483899546, 0.1420358914833173, 0.03624220788576182, 0.10753728151241392]"
562,55,F,Medium,Rural,Medium,0.2913983926346727,Book Lover,"[0.013175136381203791, 0.6105992598619531, 0.01538546497296417, 0.09007431665624188, 0.047061360912939804, 0.01739782810019022, 0.03272714076810579, 0.07661532443605978, 0.08966866733688723, 0.007295500573454388]"
563,25,M,Low,Suburban,High,0.5619001214490404,Home Decorator,"[0.13319971021467644, 0.22724473209288412, 0.0427245320850784, 0.2041741655528888, 0.05857424689714418, 0.1348848322626006, 0.10317982203135394, 0.03796476106832137, 0.03397357389111379, 0.024079623903938373]"
564,35,O,Low,Urban,Low,0.1131763120865604,Book Lover,"[0.11839223492998777, 0.4072030730595679, 0.06195128851360201, 0.08998904861516137, 0.016089449736920163, 0.011349380949350136, 0.09280737685173002, 0.05370008443338582, 0.14194253362873008, 0.0065755292815648115]"
565,25,F,Medium,Suburban,High,0.5257605542137337,Fitness Guru,"[0.18150915324010825, 0.10262398657532112, 0.1100749902035325, 0.11083193258527806, 0.07058908767269306, 0.023816076501849977, 0.012821290912625537, 0.03167072784824123, 0.1134104021128041, 0.2426523523475462]"
566,25,F,High,Suburban,Medium,0.21778762275429112,Book Lover,"[0.1375129196014752, 0.11821574744686168, 0.11090995418331662, 0.11288357911221564, 0.0038193192370221582, 0.07119422089992725, 0.2182676598120773, 0.1156519629723826, 0.0453890319293264, 0.06615560480539528]"
567,55,F,Medium,Rural,Medium,0.48004253308812933,Travel Explorer,"[0.012427011520807274, 0.021479002420304205, 0.09470816363714527, 0.043124297076849866, 0.16060989757607408, 0.2656315187296447, 0.14528747088737426, 0.04204969820579407, 0.13787108456820746, 0.07681185537779875]"
568,25,M,Medium,Rural,Medium,0.24333663037174333,Foodie,"[0.19475311060295492, 0.008269474351738913, 0.178388792717964, 0.10488669657271918, 0.09691727365570513, 0.06983699241805523, 0.03694766097750893, 0.1420810030936986, 0.06809486106503511, 0.09982413454462]"
569,25,M,Low,Suburban,Low,0.2575751582187255,Tech Enthusiast,"[0.562356615085625, 0.11302268870967741, 0.037490859062663084, 0.08532916372068182, 0.020627756365927927, 0.006931421556524466, 0.028535748254741478, 0.033872296667698205, 0.0010950791573278926, 0.11073837141913301]"
570,35,F,Low,Urban,High,0.3319797054907192,Fitness Guru,"[0.18281730935061258, 0.20149699043906166, 0.019981593290977234, 0.003664349392195761, 0.05991935136569236, 0.09783474332746542, 0.2481245994495987, 0.006589909381616136, 0.0023756136889838382, 0.17719554031379625]"
571,45,O,Medium,Suburban,Low,0.4022822437630936,Book Lover,"[0.03102906375904916, 0.1603440275041217, 0.03632161049349468, 0.3386027476602222, 0.0715775196765479, 0.006957777589215168, 0.15003074167163405, 0.04578653231869856, 0.1216946475816196, 0.037655331745396925]"
572,35,F,High,Urban,Medium,0.3899591671693213,Fashion Forward,"[0.04607406910729866, 0.007592020391713753, 0.05710487966451079, 0.010816150658157239, 0.06806086580334973, 0.20105498957636647, 0.385459342352943, 0.03167579758681429, 0.0615365486759134, 0.1306253361829327]"
573,25,F,Medium,Urban,Medium,0.34615131813062555,Travel Explorer,"[0.1412089376882876, 0.14433842392323631, 0.006235692107302474, 0.0019134694076964026, 0.3680201028911386, 0.021685177716135637, 0.17423891093605354, 0.08326672348282382, 0.030994814592258273, 0.028097747255067272]"
574,35,M,Medium,Rural,High,0.396821735418259,Fashion Forward,"[0.05080269322031303, 0.021088657443143054, 0.5888311524983542, 0.0022155722916344, 0.010043262312773336, 0.12652645038292035, 0.0035436431883508687, 0.12358391270255228, 0.07124475628262807, 0.002119899677330358]"
575,35,F,Medium,Rural,High,0.19277807614831158,Movie Buff,"[0.03644283995526131, 0.2560719650884312, 0.087892636918879, 0.1737125553507729, 0.30899892606113494, 0.09130487662426402, 0.032948905826587924, 0.0031619113850956657, 0.006888047784947188, 0.0025773350046257434]"
576,25,M,Low,Rural,Medium,0.4029740466041585,Health Conscious,"[0.2795933478446172, 0.0920793548354525, 0.09409611210794136, 0.007515289798220094, 0.09951122308158918, 0.10158280870035853, 0.08144877694068878, 0.01959316110225932, 0.08310270225641805, 0.14147722333245505]"
577,45,F,Medium,Suburban,Medium,0.3452070304781435,Foodie,"[0.025092777378639835, 0.2676215535498135, 0.2823836295104794, 0.006543621501111598, 0.06947486853678263, 0.0028515442246468763, 0.0016453316695068626, 0.011947161215915877, 0.1806693223586472, 0.15177019005445602]"
578,25,M,Low,Suburban,Medium,0.4652470733023034,Music Fan,"[0.08855641958883269, 0.2408427665554564, 0.020936304056812672, 0.16436340064538354, 0.01403198403375115, 0.05561120420133266, 0.02795231342672739, 0.2104569661616394, 0.022245498990112446, 0.15500314233995155]"
579,35,O,High,Suburban,High,0.3766894692435113,Travel Explorer,"[0.05304380609323769, 0.1282892335797457, 0.06542071459930365, 0.2367623588998108, 0.0038349718243121324, 0.13742111688558303, 0.09909492677688904, 0.02221950506810602, 0.21390846372886213, 0.04000490254414997]"
580,55,F,Medium,Suburban,Low,0.0242517773055944,Tech Enthusiast,"[0.002372173831005444, 0.13146084119764478, 0.22132921556211677, 0.12362566594590073, 0.01107285478540575, 0.00672956945608665, 0.00167225843820677, 0.07865846126240697, 0.0788570160908528, 0.34422194343037316]"
581,35,M,Medium,Suburban,High,0.13551358056888646,Travel Explorer,"[0.08796478028075941, 0.00044582941224693815, 0.04656688714549587, 0.009246368159640623, 0.13844768613181185, 0.23240731214510438, 0.23294431499023102, 0.04262065970321855, 0.075568190410325, 0.13378797162116648]"
582,35,M,Low,Suburban,Medium,0.34347000656334714,Foodie,"[0.08064146009870146, 0.055457208001537805, 0.0074778654588401085, 0.038115328450826096, 0.23379786691423432, 0.4013630914483202, 0.09719589225444301, 0.03827148682363323, 0.007966110796786535, 0.039713689752677105]"
583,55,F,High,Suburban,Low,0.061292751003878924,Fitness Guru,"[0.011119898078600319, 0.41672649693776725, 0.03766638453628686, 0.21967073965577086, 0.0008875865415398528, 0.002280185767574721, 0.06729484805585438, 0.0292679506544617, 0.12562241209511701, 0.08946349767702716]"
584,18,M,Medium,Urban,Medium,0.1563158226728785,Tech Enthusiast,"[0.1305922685239926, 0.30008271321873364, 0.09963848463774043, 0.041056412323183085, 0.0223301559915213, 0.08548334131369106, 0.03155219498365049, 0.0366632107984391, 0.2483042825079292, 0.0042969357011191775]"
585,25,F,High,Urban,Low,0.07962243006398367,Movie Buff,"[0.07595387034922137, 0.19503593483003773, 0.1345294295197875, 0.0675297049667793, 0.04683469356642917, 0.08232965368472335, 0.10019359853794317, 0.024123512220427197, 0.09708770771641699, 0.1763818946082342]"
586,35,F,Medium,Suburban,Low,0.34558776764737875,Home Decorator,"[0.062359330617588006, 0.037633442120597826, 0.04109224961045622, 0.5037473813204726, 0.09435371069786555, 0.0389025249615945, 0.0014136864987802774, 0.00254311577157595, 0.08463923867137138, 0.13331531972969776]"
587,45,M,Low,Rural,High,0.15137808301542335,Fashion Forward,"[0.01673530170031983, 0.08960258282867284, 0.09072779326004873, 0.15864416455509808, 0.033767103824160226, 0.12295027529811654, 0.03593864488355747, 0.23369277815895442, 0.19386786883847174, 0.02407348665260009]"
588,55,F,Low,Suburban,Low,0.18475692586120332,Book Lover,"[0.09607162923831868, 0.2802752580683803, 0.030001513396012314, 0.06087576005257795, 0.09397424940878078, 0.002269743371238662, 0.04033086128470951, 0.10154256878194187, 0.024836121711387854, 0.269822294686652]"
589,18,O,Low,Urban,Medium,0.2931281754610995,Fitness Guru,"[0.045953838997422884, 0.1178855356216206, 0.0018323832021433233, 0.0707086568753436, 0.19679821391912908, 0.37644046302647943, 0.08518313893006926, 0.019784750086857622, 0.00858840830022444, 0.07682461104070974]"
590,35,F,Medium,Suburban,Medium,0.10587118736487991,Music Fan,"[0.1101479204654052, 0.06045256746394039, 0.0727838570888306, 0.18653893360586948, 0.03910871452707088, 0.05630608566783629, 0.2645512096929758, 0.1392414336359944, 0.027284999883750622, 0.04358427796832638]"
591,35,M,High,Suburban,High,0.45657423061711616,Travel Explorer,"[0.11425015800248237, 0.1044714559731185, 0.05510470541287931, 0.029134978549925784, 0.2133547305489213, 0.007168190718719716, 0.009349971498392926, 0.0751879976262858, 0.03768703917013641, 0.35429077249913804]"
592,45,F,Medium,Suburban,High,0.1671325240842161,Fitness Guru,"[0.010100978259545767, 0.00235151846347278, 0.009576212251998588, 0.0451217712717339, 0.185732105284604, 0.027304626198080297, 0.15152011594592193, 0.04602234215388717, 0.27579447355510983, 0.24647585661564583]"
593,45,O,Medium,Rural,Medium,0.5426976842090859,Home Decorator,"[0.022882987733385745, 0.03224593804644642, 0.04818171811406914, 0.38888863705954796, 0.02115495232177944, 0.1367857773376153, 0.016730520082965748, 0.24078609250042446, 0.0591462398077894, 0.033197136995976276]"
594,45,M,Low,Urban,Low,0.5348710298311531,Fashion Forward,"[0.00994334064854526, 0.08276768291288318, 0.11254425390946808, 0.13928942156898477, 0.021932790609471106, 0.05643853232574858, 0.015885633973229462, 0.2953699115731417, 0.141042639985999, 0.12478579249252886]"
595,45,M,High,Urban,High,0.25921537775472003,Music Fan,"[0.019314571465770362, 0.054628747179106533, 0.11428395782185873, 0.09153176180831904, 0.03036780218118049, 0.09733754292848244, 0.10996908853027605, 0.227821013211313, 0.1616306829351272, 0.0931148319385662]"
596,35,M,High,Urban,High,0.33763959227803964,Movie Buff,"[0.10805092512021386, 0.05255055946539406, 0.12215553676102962, 0.047619904361591456, 0.06032358878098429, 0.037469945975736246, 0.22568951082590857, 0.1677382790119533, 0.06640331417593857, 0.11199843552125006]"
597,18,O,Low,Urban,Low,0.3909810393005853,Fitness Guru,"[0.11328846090522875, 0.005576314027182131, 0.0009981119569477035, 0.17996837363303111, 0.1371545403899929, 0.03415082965354595, 0.0208513536591803, 0.07556561677839554, 0.05602435141921997, 0.3764220475772756]"
598,65,F,Medium,Suburban,Medium,0.2826920178473974,Book Lover,"[0.018391692984425233, 0.14258118703969486, 0.08297329994500198, 0.10905750908656377, 0.10938415859716956, 0.05169966311480348, 0.3304079193474801, 0.07646138641398617, 0.04539304710483591, 0.03365013636603876]"
599,25,M,Low,Suburban,Medium,0.47991963184659214,Health Conscious,"[0.019021633232061574, 0.28158700607967013, 0.09496700148688356, 0.011409446055345088, 0.12740980625296974, 0.0012158656831824982, 0.19878160506869136, 0.13969836589628937, 0.06351897746219451, 0.06239029278271206]"
600,18,F,Medium,Suburban,High,0.07121357157885422,Tech Enthusiast,"[0.008887673778337749, 0.04991233001923591, 0.10430462336147489, 0.014041517484777223, 0.285014977811445, 0.008940853477588514, 0.2940692115049905, 0.1357969052131842, 0.044236957650769904, 0.05479494969819596]"
601,45,F,Medium,Urban,Medium,0.08330447026412593,Health Conscious,"[0.029296137222859866, 0.03379295155382929, 0.15486673930854974, 0.03664648471571883, 0.06936067643141228, 0.15571541562674066, 0.01666600477107779, 0.28382038923616354, 0.17132953918438382, 0.04850566194926445]"
602,35,O,Low,Urban,Medium,0.4364358607336145,Health Conscious,"[0.060542572030261275, 0.12193481775977599, 0.00190547247442559, 0.18896178272479994, 0.23334041170378517, 0.2143666641724521, 0.05177573555079008, 0.06827525931981855, 0.0027459411123118144, 0.056151343151579436]"
603,35,O,High,Rural,High,0.2662315118182562,Fitness Guru,"[0.008890563215917762, 0.019330738467050655, 0.024326549421253084, 0.016943541148311137, 0.0693888103715949, 0.2061367445101177, 0.31405117730451165, 0.09289972359791225, 0.20858980031107094, 0.03944235165225976]"
604,65,M,High,Rural,High,0.3512999323392601,Health Conscious,"[0.16932949782658094, 0.16333851135737834, 0.01748525812648586, 0.05410408545452453, 0.21188906740277028, 0.046902676108132695, 0.03416891230283846, 0.04510005723427465, 0.21336671244928918, 0.04431522173772504]"
605,45,M,Low,Urban,Low,0.10701601620455477,Foodie,"[0.15480615492522343, 0.09489528453258772, 0.15161245057911593, 0.04205353110911552, 0.009055935425792031, 0.13728205243973982, 0.10166729105901202, 0.2002636788242888, 0.05922302230936248, 0.04914059879576244]"
606,18,F,Low,Urban,Medium,0.2176044030887007,Foodie,"[0.0782000936000973, 0.3250579549604386, 0.012830009252480895, 0.13444798535286856, 0.013793475642105143, 0.04829599177290426, 0.08842043779757325, 0.2682668780074915, 0.000373807006738719, 0.030313366607301863]"
607,35,F,Medium,Urban,Medium,0.23013824263961824,Movie Buff,"[0.28212540925429486, 0.07747349789894506, 0.15444822339250752, 0.017529797164321043, 0.2604573437300507, 0.011218085047319835, 0.015525479958402623, 0.008666373731061208, 0.06198387786455416, 0.11057191195854285]"
608,35,O,Medium,Urban,Medium,0.35298285081722014,Travel Explorer,"[0.1514107861598541, 0.08160564619833487, 0.01618141070749099, 0.0050348925841252785, 0.04272041076528161, 0.001217051217373076, 0.029638672315435426, 0.035497232947798746, 0.03642905809654177, 0.6002648390077642]"
609,25,M,Low,Suburban,Low,0.1034071265683974,Fitness Guru,"[0.14288939594685499, 0.044376045364342837, 0.2520535698441374, 0.1831637979865501, 0.0037391764322616057, 0.20428678324623026, 0.04301470456058056, 0.019512146593167592, 0.03088188894652823, 0.07608249107934643]"
610,35,M,Low,Suburban,High,0.11181151441078754,Fashion Forward,"[0.046861402698801825, 0.167438887346277, 0.14334350967934517, 0.028248937074659905, 0.026721631655754478, 0.23221361722116934, 0.1341547752665824, 0.09355738699858923, 0.06069948780492476, 0.06676036425389602]"
611,18,F,Medium,Urban,Medium,0.2904214548692814,Book Lover,"[0.006274476176249635, 0.04856661799606867, 0.14904835005582212, 0.1544535186798891, 0.021964825405922147, 0.038748464048517894, 0.013644840482971756, 0.0072952119588969916, 0.45910233844029, 0.10090135675537157]"
612,35,F,High,Suburban,Low,0.47472512242463843,Music Fan,"[0.014182726674647714, 0.1257660333224245, 0.024440534360421096, 0.28765839596797615, 0.010819291007410435, 0.09159186610429816, 0.09925466805068997, 0.03573311595512033, 0.03979993879924786, 0.2707534297577637]"
